Iteration	Replicate_ID	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
358	1	-3040.96	-2844.17	-196.789	0.000205697	0.000446375	0.000346908	0.000841447	0.4815567	1.49502	2.34575	2.17057	2.42955	10	10	10	10	10	10	10	10	10	10	15.9624	116.508	6.22915	89.2701	20.1929	100.531	164.286	8.33349	9.28569	0.6826189	8.272924	0.7054547
359	1	-3025.41	-2839.35	-186.062	0.000104362	0.000567005	0.000476726	0.000710845	0.02052049	1.53992	1.48416	1.44457	1.31444	10	10	10	10	10	10	10	10	10	10	6.69507	133.624	5.89743	49.1814	11.9028	126.767	302.723	2.07874	6.95535	0.05313067	8.272924	0.3862268
360	1	-3009.28	-2839.4	-169.886	0.000133278	0.000660031	0.000622883	0.00112181	0.116442	2.01558	2.79282	1.19928	1.06245	10	10	10	10	10	10	10	10	10	10	5.94225	53.314	10.2842	30.4923	2.35076	70.8847	236.563	5.42755	3.48758	0.2028094	8.272924	0.5741449
361	1	-3020.77	-2845.8	-174.975	0.00016671	0.000343975	0.000404304	0.000892643	0.01084589	2.87893	4.04815	2.14824	1.73801	10	10	10	10	10	10	10	10	10	10	5.27745	71.3535	18.4915	18.104	2.11764	41.3868	194.875	6.74706	6.77705	0.02662261	8.272924	0.4073941
362	1	-3049.94	-2852	-197.942	0.000183533	0.000644873	0.000305193	0.000898363	0.4128151	1.09119	3.63287	0.760728	2.63256	10	10	10	10	10	10	10	10	10	10	55.988	122.82	10.9821	46.8021	2.32217	279.734	81.8146	93.332	11.3359	0.5159604	8.272924	0.8000908
363	1	-3038.49	-2843.6	-194.896	0.000220987	0.000589977	0.000618064	0.000834913	0.3535186	1.42824	2.75581	1.30435	1.7298	10	10	10	10	10	10	10	10	10	10	98.3895	28.2529	24.7785	33.8477	5.22069	73.7579	190.278	241.836	6.27371	0.4977756	8.272924	0.7101966
364	1	-3043.73	-2855.83	-187.903	0.00021195	0.000530537	0.000609151	0.000938317	0.1900307	1.76738	4.24943	2.6605	1.78444	10	10	10	10	10	10	10	10	10	10	91.6333	101.345	16.5754	64.0238	23.7059	34.512	42.4685	203.376	5.43244	0.3035033	8.272924	0.6261239
365	1	-3042.94	-2842.4	-200.549	0.000148195	0.000347896	0.000469695	0.000683136	0.1969407	3.51827	2.91279	1.49924	1.15913	10	10	10	10	10	10	10	10	10	10	95.3601	54.9562	19.4338	42.2685	1.55327	148.993	53.5829	57.8269	6.68101	0.3105702	8.272924	0.6341261
366	1	-3027.25	-2841.66	-185.587	0.00023172	0.000509785	0.000626996	0.000653753	0.5927838	1.23084	1.76301	1.91982	1.35162	10	10	10	10	10	10	10	10	10	10	101.471	76.9963	8.04332	144.61	1.95104	93.5275	10.0512	197.573	6.07314	0.5528011	8.272924	1.072327
367	1	-3051.8	-2847.21	-204.586	0.000179155	0.000452755	0.00039202	0.000550458	0.1327099	10.3114	2.72261	1.29926	1.50327	10	10	10	10	10	10	10	10	10	10	62.982	85.5423	38.5077	410.763	6.31581	61.818	3.18834	279.87	8.54222	0.2780955	8.272924	0.4772098
368	1	-3042.03	-2842.14	-199.893	0.000184497	0.000529103	0.000706533	0.000563662	0.217574	2.6401	1.76682	1.18073	1.69733	10	10	10	10	10	10	10	10	10	10	23.9759	409.179	7.06066	175.588	29.3191	115.911	2.80011	206.111	7.24057	0.4282565	8.272924	0.508046
369	1	-3037.44	-2847.82	-189.624	8.27094e-05	0.000487397	0.000580256	0.000572659	0.151182	3.60734	1.53983	1.34997	1.41744	10	10	10	10	10	10	10	10	10	10	55.4325	106.759	7.24032	115.87	70.0633	85.7776	47.7586	165.666	5.25145	0.2036323	8.272924	0.7424263
370	1	-3027.74	-2843.09	-184.648	0.000200007	0.000401171	0.000498233	0.000592095	0.1828444	1.42373	2.28706	1.35574	0.927512	10	10	10	10	10	10	10	10	10	10	217.798	123.885	4.6187	149.239	3.88981	53.2216	81.9391	187.946	5.30263	0.3414682	8.272924	0.5354655
371	1	-3038.27	-2848.35	-189.927	0.000198499	0.000949135	0.000362327	0.000700861	0.0423659	3.22467	2.74173	2.15992	1.20445	10	10	10	10	10	10	10	10	10	10	113.694	207.854	24.2823	156.86	11.2446	39.9754	51.0941	410.218	4.09636	0.1252651	8.272924	0.33821
372	1	-3040.2	-2844.86	-195.341	0.000166868	0.000360939	0.000472824	0.000578028	0.03038244	0.812955	5.37212	1.63736	2.3621	10	10	10	10	10	10	10	10	10	10	257.061	195.496	31.0419	107.207	18.3451	26.2135	49.7545	464.041	5.2493	0.0762828	8.272924	0.3982869
373	1	-3044.43	-2853.58	-190.851	0.000256479	0.000543313	0.00080119	0.00081257	0.08873553	1.96548	2.01319	1.14725	1.90123	10	10	10	10	10	10	10	10	10	10	59.7204	117.2	1.607	71.8753	3.92597	63.3726	279.708	55.9541	6.87924	0.255816	8.272924	0.3468725
374	1	-3045.71	-2855.6	-190.114	0.000229994	0.000601879	0.000898892	0.000978651	0.1323329	2.12113	5.68721	1.14932	2.93035	10	10	10	10	10	10	10	10	10	10	122.082	82.3038	18.7203	47.4839	15.6774	184.883	32.0087	41.3721	4.98987	0.191964	8.272924	0.6893631
375	1	-3042.9	-2847.38	-195.527	0.000295272	0.000382216	0.00081242	0.000921168	0.7789818	5.63474	2.20037	4.71268	2.49978	10	10	10	10	10	10	10	10	10	10	280.111	63.2786	90.3306	60.3577	115.294	338.713	12.7049	198.568	3.97109	0.7590084	8.272924	1.026315
376	1	-3036.13	-2846.2	-189.936	0.000175034	0.000390746	0.000775161	0.00113592	0.07299562	1.00651	2.2549	1.88989	1.06856	10	10	10	10	10	10	10	10	10	10	95.2783	40.9685	57.3362	56.7119	41.2028	455.291	10.2538	79.624	5.07384	0.1403012	8.272924	0.520278
377	1	-3027.86	-2853.12	-174.739	0.000124017	0.000445059	0.000788552	0.00116403	0.003249636	1.45226	3.18271	1.08826	0.959801	10	10	10	10	10	10	10	10	10	10	26.4118	49.9389	248.252	12.2938	26.349	197.103	3.83432	7.72587	4.69427	0.01115257	8.272924	0.2913799
378	1	-3001.53	-2840.53	-161	0.000204777	0.000473837	0.000562539	0.000850166	0.03764601	1.53246	2.17077	1.71294	1.77435	10	10	10	10	10	10	10	10	10	10	24.6547	110.641	52.8624	6.80846	69.0847	186.513	1.80584	12.3418	4.76559	0.08986957	8.272924	0.4188961
379	1	-3022.28	-2845.52	-176.762	0.000304911	0.000360405	0.00061747	0.000853009	0.008969373	0.561695	2.58306	2.86658	1.18974	10	10	10	10	10	10	10	10	10	10	21.3542	77.8598	21.9948	81.8507	44.6438	67.1305	3.17152	125.937	7.24834	0.03112541	8.272924	0.2881688
380	1	-3020.72	-2846.96	-173.765	0.000314972	0.000505223	0.000705259	0.00115725	0.438256	2.24055	4.27019	1.7276	2.32812	10	10	10	10	10	10	10	10	10	10	116.915	81.489	50.1765	85.2776	43.605	29.7849	1.91776	224.271	7.7107	0.5931475	8.272924	0.7388651
381	1	-3025.51	-2844.22	-181.291	0.000236295	0.000948498	0.000871772	0.00119559	0.1676119	3.17333	3.65464	1.37402	1.89998	10	10	10	10	10	10	10	10	10	10	48.2551	297.861	18.3422	465.497	24.3483	101.288	2.66502	160.541	5.52612	0.4437422	8.272924	0.3777235
382	1	-3012.54	-2838.08	-174.462	0.000141928	0.000463458	0.000521181	0.00100009	0.5293263	2.40172	2.20611	1.50516	1.37598	10	10	10	10	10	10	10	10	10	10	26.8571	319.924	188.616	173.489	3.38173	39.0403	1.25451	262.896	7.7809	0.6473953	8.272924	0.8176246
383	1	-3007.92	-2837.58	-170.332	0.000196918	0.000500349	0.000670583	0.00105114	0.04049129	2.4307	3.69002	3.59961	0.877359	10	10	10	10	10	10	10	10	10	10	49.9159	92.6346	65.9642	7.92308	45.6093	18.3142	2.56094	105.583	6.47528	0.06164158	8.272924	0.6568827
384	1	-3023.89	-2840.04	-183.845	0.000180163	0.000386185	0.000896031	0.000921617	0.695391	1.83509	2.83676	2.30527	1.00744	10	10	10	10	10	10	10	10	10	10	121.642	72.1136	162.421	15.5146	130.725	42.8446	4.06562	41.3346	11.4363	0.5740051	8.272924	1.211472
385	1	-3033.04	-2852.6	-180.435	0.000263164	0.000338637	0.000482625	0.000942425	0.04925767	4.72164	2.33434	2.05549	1.12879	10	10	10	10	10	10	10	10	10	10	8.17486	32.3557	108.837	88.47	188.965	144.786	4.64832	28.234	9.78869	0.09949588	8.272924	0.4950725
386	1	-3029.25	-2843.57	-185.678	0.000163718	0.000660251	0.000611053	0.00064352	0.2462519	3.97878	4.71433	2.88172	2.11044	10	10	10	10	10	10	10	10	10	10	61.8291	51.3194	326.995	118.342	40.9307	43.5746	3.96184	572.355	6.39157	0.3633623	8.272924	0.6777035
387	1	-3034.4	-2847.89	-186.503	0.000313986	0.000377409	0.000654165	0.000853067	0.3586732	3.27615	4.4931	1.64119	1.51571	10	10	10	10	10	10	10	10	10	10	192.417	50.1367	45.1583	190.274	11.1981	49.6649	4.92856	239.142	6.65512	0.5726692	8.272924	0.6263183
388	1	-3034.84	-2849.82	-185.026	0.000286901	0.000822062	0.000820048	0.000909613	0.7902115	1.87148	2.8339	1.95241	1.64604	10	10	10	10	10	10	10	10	10	10	17.8059	69.7489	24.6935	328.222	71.7569	115.771	9.56983	137.32	5.12385	0.7183744	8.272924	1.1
389	1	-3018.95	-2842.29	-176.656	0.000346282	0.000339895	0.000539966	0.000927307	0.04896175	1.13832	5.88057	1.1021	2.45894	10	10	10	10	10	10	10	10	10	10	71.6818	49.1126	143.07	99.1803	15.5631	4.19487	5.10958	57.8193	4.14169	0.09658835	8.272924	0.5069116
390	1	-3029.9	-2850.94	-178.963	0.000208632	0.000566168	0.000721482	0.000961632	0.1849541	4.28353	4.36219	1.86633	1.49972	10	10	10	10	10	10	10	10	10	10	36.7118	251.333	259.695	111.398	157.798	21.2355	3.13029	54.2628	3.76239	0.3515663	8.272924	0.5260859
391	1	-3017.42	-2856.51	-160.906	0.00030559	0.000721216	0.000411772	0.00104676	0.01600472	1.32187	1.72782	1.94411	1.37245	10	10	10	10	10	10	10	10	10	10	14.7388	144.09	57.5565	34.9307	89.1814	32.6821	1.17917	75.3882	5.036	0.02968183	8.272924	0.5392094
392	1	-3032.01	-2864.93	-167.074	0.000263242	0.000447504	0.0006987	0.000940106	0.03692511	3.59818	2.51221	0.787497	1.54053	10	10	10	10	10	10	10	10	10	10	13.1156	305.675	35.17	49.6458	40.5283	121.993	1.41393	33.4691	3.98555	0.09308809	8.272924	0.3966685
393	1	-3026.43	-2860.05	-166.374	0.000287281	0.000437796	0.00049239	0.000760009	0.002187023	2.64493	4.25081	1.85108	1.8496	10	10	10	10	10	10	10	10	10	10	32.6697	71.2802	97.0239	51.3352	26.5412	69.7993	1.53173	132.619	7.90048	0.006678472	8.272924	0.3274736
394	1	-2995.82	-2846.25	-149.567	0.000180963	0.000324326	0.000794821	0.000955412	0.01144079	1.61188	2.4675	1.39651	1.66123	10	10	10	10	10	10	10	10	10	10	97.6032	29.1794	36.7446	51.8663	43.837	212.432	0.797681	37.3822	5.98311	0.04280459	8.272924	0.2672796
395	1	-2995.13	-2848.97	-146.16	0.000208709	0.000213389	0.000623279	0.000940743	0.043053	1.51037	2.21641	4.72135	1.87522	10	10	10	10	10	10	10	10	10	10	82.9826	7.50573	17.6	95.1055	214.4	80.2535	0.305531	68.8137	3.30411	0.1056944	8.272924	0.4073349
396	1	-3017.82	-2841.53	-176.297	0.000100227	0.000405021	0.000767354	0.00078547	0.1359238	1.55547	3.86867	1.76177	1.63586	10	10	10	10	10	10	10	10	10	10	30.6247	10.653	25.0704	130.771	40.0245	176.55	0.769534	172.444	7.34443	0.26115	8.272924	0.5204818
397	1	-3019.6	-2852.31	-167.288	0.000147684	0.000395784	0.00106007	0.000933642	0.001635188	1.08513	2.65136	2.46794	1.38163	10	10	10	10	10	10	10	10	10	10	37.1538	180.425	20.0546	62.9988	59.9892	62.5622	0.758405	36.7124	8.63834	0.004850976	8.272924	0.3370843
398	1	-3017	-2851.33	-165.669	0.000262061	0.000390665	0.000468455	0.000801633	0.0169019	1.76919	3.74804	1.43537	1.41148	10	10	10	10	10	10	10	10	10	10	105.389	137.567	51.8021	27.0293	120.73	22.4694	1.32976	166.222	6.16657	0.06094174	8.272924	0.2773453
399	1	-3042.33	-2855.54	-186.787	0.000126187	0.000180308	0.000735473	0.000725827	0.1456892	2.66567	1.8713	2.09812	1.49538	10	10	10	10	10	10	10	10	10	10	254.832	110.511	86.4203	73.9715	79.285	187.313	1.6648	158.955	7.6798	0.2691168	8.272924	0.5413604
400	1	-3033.2	-2848.05	-185.152	0.000232746	0.000349047	0.000520808	0.000637676	0.1401567	1.51531	2.17088	1.0619	0.896678	10	10	10	10	10	10	10	10	10	10	98.8007	39.0333	68.6798	199.799	30.9894	131.627	1.24212	26.4795	5.68519	0.2297361	8.272924	0.610077
401	1	-3022.97	-2854.06	-168.902	0.00016306	0.000256787	0.000885142	0.000808547	0.1635156	1.38043	4.21389	0.717058	1.44643	10	10	10	10	10	10	10	10	10	10	81.2149	742.928	19.0606	79.3068	17.9619	38.8768	0.505385	6.02902	6.26571	0.3398211	8.272924	0.4811816
402	1	-3015.79	-2853.46	-162.331	0.000145572	0.00042963	0.000328205	0.000919052	0.03746832	1.40792	3.38325	2.7959	1.91006	10	10	10	10	10	10	10	10	10	10	88.2668	248.34	106.81	353.331	13.6552	104.797	0.213913	132.542	10.6984	0.06812391	8.272924	0.5500025
403	1	-2999.62	-2848.56	-151.06	0.000203556	0.00036786	0.000513607	0.000772053	0.4726975	2.08497	3.10539	3.39314	2.35709	10	10	10	10	10	10	10	10	10	10	145.597	45.995	181.216	24.8844	21.0474	19.5425	0.277476	143.684	6.18039	0.6862039	8.272924	0.6888587
404	1	-3008.47	-2855.88	-152.593	0.000200543	0.000398227	0.000998029	0.000912831	0.09503152	1.65313	5.11567	1.93222	1.2387	10	10	10	10	10	10	10	10	10	10	139.607	150.011	17.9904	210.033	148.374	7.40683	0.312318	21.736	4.88999	0.1699037	8.272924	0.5593256
405	1	-3007.68	-2853.05	-154.632	0.000283968	0.000308127	0.000670199	0.000876343	0.09019823	1.29765	5.26707	1.82977	1.71737	10	10	10	10	10	10	10	10	10	10	65.1125	106.492	43.9094	105.243	34.4114	14.3785	0.409992	125.145	8.123	0.1987804	8.272924	0.4537582
406	1	-3016.35	-2852.55	-163.8	0.000207548	0.000282768	0.000476348	0.000794158	0.008467414	1.55436	1.27323	2.31344	1.99051	10	10	10	10	10	10	10	10	10	10	66.5471	130.812	26.1395	114.674	144.994	95.8863	0.541565	433.106	11.0053	0.02738137	8.272924	0.30924
407	1	-3019.74	-2845.88	-173.86	0.000205371	0.000530494	0.000660306	0.000777395	0.1488352	2.01763	3.67999	1.64964	2.49812	10	10	10	10	10	10	10	10	10	10	59.1525	256.294	42.4803	590.141	341.055	18.2441	1.34489	44.3816	9.85454	0.3052208	8.272924	0.4876312
408	1	-3003.28	-2844.82	-158.451	0.000249541	0.000603978	0.000598968	0.000928126	0.0840251	2.84544	1.72039	2.72762	1.86783	10	10	10	10	10	10	10	10	10	10	380.762	40.5605	140.643	178.981	169.639	195.504	0.657562	18.1569	5.56045	0.1786394	8.272924	0.4703614
409	1	-3029.98	-2852.68	-177.307	9.86205e-05	0.000328276	0.000554174	0.000670498	0.4587506	1.29268	3.86389	3.24593	3.37831	10	10	10	10	10	10	10	10	10	10	36.9156	281.811	42.3485	233.484	7.04027	83.6896	1.0564	248.799	7.32148	0.7093773	8.272924	0.6466948
410	1	-3024.18	-2850.53	-173.647	0.000120537	0.000421817	0.000548667	0.000979768	0.2276169	1.50158	2.57226	2.20959	1.60902	10	10	10	10	10	10	10	10	10	10	19.9424	150.448	106.726	49.6701	42.9134	43.823	0.921616	71.9564	6.1677	0.4366087	8.272924	0.5213292
411	1	-3043.17	-2856.59	-186.586	0.000185811	0.000540232	0.000843015	0.000985208	0.1951597	5.05957	6.51343	1.75317	1.54598	10	10	10	10	10	10	10	10	10	10	75.8644	67.3046	64.195	70.1636	137.691	7.38616	23.0297	18.6845	5.14302	0.3582967	8.272924	0.5446875
412	1	-3035.62	-2847.53	-188.089	7.87859e-05	0.000359395	0.000567683	0.00109994	0.07780489	4.45641	7.44784	1.18439	1.65499	10	10	10	10	10	10	10	10	10	10	364.877	9.64927	291.749	7.89668	159.532	49.0305	54.0378	74.6001	4.62449	0.2284265	8.272924	0.3406124
413	1	-3034.45	-2849.29	-185.159	0.000175529	0.000307307	0.00045376	0.000985159	0.1980889	3.05376	2.23663	2.63308	1.50228	10	10	10	10	10	10	10	10	10	10	39.8626	2.94469	84.3981	155.096	29.1726	49.4025	428.317	38.7994	5.91349	0.4640639	8.272924	0.4268569
414	1	-3021.67	-2846.47	-175.2	0.000216207	0.000445733	0.000484547	0.00070572	0.1396955	3.15437	4.24397	2.36009	2.48816	10	10	10	10	10	10	10	10	10	10	75.1975	0.502909	341.571	143.36	67.3264	57.5492	140.189	303.752	6.88798	0.2522013	8.272924	0.553905
415	1	-3018.1	-2858.09	-160.015	0.000203806	0.000548139	0.000553452	0.00107335	0.06852402	2.28246	2.06842	2.76402	1.88607	10	10	10	10	10	10	10	10	10	10	144.131	0.426764	25.5523	16.3092	21.8995	88.6125	178.602	192.731	4.731	0.1657279	8.272924	0.4134732
416	1	-2996.45	-2844.78	-151.674	0.000244885	0.000429459	0.000501646	0.0010287	0.03636444	1.56047	2.39119	1.21228	1.1197	10	10	10	10	10	10	10	10	10	10	68.5315	0.270147	18.6854	201.226	4.27423	296.973	4.27001	47.7705	4.92566	0.07050463	8.272924	0.5157738
417	1	-3027.11	-2853.51	-173.601	0.000200658	0.00048532	0.000854053	0.00105984	0.08779922	3.49551	2.5338	2.93394	1.90276	10	10	10	10	10	10	10	10	10	10	147.938	0.628688	173.909	184.628	67.1855	248.321	1.94915	11.8706	9.41956	0.1411385	8.272924	0.6220783
418	1	-3003.24	-2842.38	-160.86	0.000239223	0.000369546	0.000888407	0.000970983	0.04014692	0.711676	1.33718	1.30165	1.51179	10	10	10	10	10	10	10	10	10	10	165.386	0.712058	69.5129	87.167	20.0646	208.986	28.7302	61.9669	5.94707	0.08739083	8.272924	0.4593951
419	1	-2999.55	-2848.63	-150.923	0.000239366	0.000549145	0.000586381	0.00166984	0.2418649	2.25396	2.80151	2.17963	1.23945	10	10	10	10	10	10	10	10	10	10	13.9488	0.2799	105.323	234.266	135.278	338.125	68.6943	12.1398	2.86713	0.4509529	8.272924	0.5363418
420	1	-3007.96	-2845.95	-162.015	0.000165206	0.000694765	0.00102063	0.00118174	0.181331	4.10593	2.24659	0.935411	1.08476	10	10	10	10	10	10	10	10	10	10	30.0152	0.637982	232.484	201.923	90.9061	40.2523	42.8948	15.1115	5.85384	0.3290675	8.272924	0.551045
421	1	-3015.72	-2850.94	-164.784	0.000187907	0.000537082	0.000810028	0.000767517	0.07073103	4.11949	3.54939	1.55319	1.24222	10	10	10	10	10	10	10	10	10	10	193.031	0.387677	88.0792	7.90844	18.8752	62.6529	67.2896	102.333	4.90095	0.2042847	8.272924	0.3462374
422	1	-3009.98	-2842.81	-167.172	0.000309354	0.000906408	0.000604042	0.00111781	0.09762113	2.0147	3.15977	0.984854	1.14258	10	10	10	10	10	10	10	10	10	10	22.1283	1.14721	78.3262	0.29461	240.921	10.2773	17.9256	210.672	6.77752	0.2361324	8.272924	0.4134169
423	1	-3027.91	-2847.16	-180.748	0.000165647	0.000444449	0.000692663	0.00103133	0.2928336	1.18868	1.21392	1.14586	1.33892	10	10	10	10	10	10	10	10	10	10	17.3046	3.52531	148.21	139.124	64.3235	10.2443	206.159	104.597	5.17287	0.5896557	8.272924	0.496618
424	1	-3043.6	-2840.08	-203.523	0.00016235	0.000421459	0.000628689	0.000805159	0.6051928	2.80448	3.44845	1.33609	1.95131	10	10	10	10	10	10	10	10	10	10	1.81441	4.80186	126.353	37.8201	417.898	8.27954	259.506	211.593	7.38905	0.5272119	8.272924	1.147912
425	1	-3052.36	-2844.64	-207.726	0.000206551	0.000221199	0.000724309	0.000917239	0.7155504	2.1988	3.94652	0.75486	1.35876	10	10	10	10	10	10	10	10	10	10	90.9946	198.747	240.483	7.80327	101.745	13.5836	123.105	291.148	13.5113	0.6110418	8.272924	1.171033
426	1	-3027.16	-2838.22	-188.934	0.000188576	0.000679054	0.000734349	0.00104222	0.851972	2.96619	2.09096	2.8291	1.21538	10	10	10	10	10	10	10	10	10	10	40.6688	71.3716	63.94	9.59425	47.0099	5.80339	157.005	250.217	7.12256	0.6941632	8.272924	1.227337
427	1	-3028.97	-2851.46	-177.5	0.000210645	0.00052293	0.000446406	0.00128522	0.1393122	2.42838	2.66711	2.06671	1.24297	10	10	10	10	10	10	10	10	10	10	116.144	187.105	156.73	49.804	25.5433	7.22922	52.0826	130.901	5.61078	0.2081701	8.272924	0.6692229
428	1	-3028.94	-2847.02	-181.923	0.000274573	0.000731779	0.000797368	0.00155125	0.6749967	1.73095	3.97719	1.81239	1.94041	10	10	10	10	10	10	10	10	10	10	209.659	72.6282	157.697	3.70864	49.0323	2.94065	363.42	40.9103	3.39494	0.5170634	8.272924	1.305443
429	1	-2996.07	-2838.03	-158.043	0.000227242	0.000798898	0.000802888	0.000794181	0.07221035	1.04641	2.36248	2.69999	1.42245	10	10	10	10	10	10	10	10	10	10	32.5359	60.315	109.215	76.9635	100.821	2.81977	149.549	3.83254	4.68561	0.1609068	8.272924	0.4487712
430	1	-3010.7	-2841.65	-169.049	0.000168019	0.00054244	0.00120327	0.00112501	0.336191	1.26648	2.87682	1.7023	1.40022	10	10	10	10	10	10	10	10	10	10	189.945	60.511	97.5319	166.111	26.9918	1.54569	83.7273	95.3781	6.12229	0.4565072	8.272924	0.736442
431	1	-3023.77	-2849.37	-174.403	0.000119375	0.000693661	0.000494933	0.00103919	0.04231933	0.941848	5.06803	3.4604	2.01939	10	10	10	10	10	10	10	10	10	10	203.708	47.4019	76.6367	18.1402	12.9268	2.77863	30.7684	17.0363	6.59602	0.1181422	8.272924	0.3582069
432	1	-3007.33	-2844.41	-162.922	0.000227326	0.000582322	0.000665734	0.000869261	0.5624042	2.94286	4.92279	0.936834	2.1204	10	10	10	10	10	10	10	10	10	10	8.46329	48.4749	24.9319	33.2494	35.0201	1.0644	295.603	192.005	4.74648	0.71661	8.272924	0.784812
433	1	-3003.1	-2841.7	-161.408	0.000167738	0.000731789	0.00095554	0.000858241	0.04551449	2.05827	2.15811	1.14071	1.20437	10	10	10	10	10	10	10	10	10	10	4.093	109.849	13.7763	70.628	61.636	1.90525	158.841	194.732	3.2168	0.07913784	8.272924	0.5751293
434	1	-2989.25	-2838.19	-151.056	0.000216625	0.000617598	0.000614227	0.00112635	0.2555867	2.98695	2.81827	0.91715	1.26397	10	10	10	10	10	10	10	10	10	10	90.4738	3.0279	60.5407	47.1898	149.741	0.744028	222.632	0.28985	2.8583	0.5571696	8.272924	0.4587233
435	1	-3010.63	-2835.48	-175.151	0.000116221	0.000368275	0.00050017	0.00107487	0.3006621	1.90305	3.71203	2.38993	1.57557	10	10	10	10	10	10	10	10	10	10	76.1317	24.5631	81.6278	214.001	11.6601	4.64894	255.212	279.682	3.39002	0.4511973	8.272924	0.6663649
436	1	-3019.5	-2833.04	-186.457	0.000176187	0.000680951	0.000523896	0.00100493	0.192222	3.4495	4.22583	2.36756	2.02884	10	10	10	10	10	10	10	10	10	10	197.353	167.219	149.599	208.524	11.7569	4.55834	46.3832	132.706	7.47152	0.3927718	8.272924	0.4893986
437	1	-3019.61	-2836.96	-182.648	0.000289298	0.000671294	0.00101272	0.000675355	0.08793491	1.34582	3.30362	1.88157	1.02308	10	10	10	10	10	10	10	10	10	10	187.989	80.6111	44.4568	252.388	48.2225	5.69785	65.2236	46.2337	7.58081	0.1801805	8.272924	0.4880379
438	1	-3029.68	-2845.47	-184.208	0.000121706	0.000544961	0.000677096	0.000810861	0.008768518	1.45169	1.78998	1.09658	1.08446	10	10	10	10	10	10	10	10	10	10	82.7533	109.551	10.1116	32.4772	44.6522	5.38738	155.885	119.502	7.78743	0.01233982	8.272924	0.7105872
439	1	-3016.14	-2836.34	-179.796	0.000221505	0.000520139	0.000532892	0.00111873	0.4965697	2.93944	3.05657	1.03935	1.74413	10	10	10	10	10	10	10	10	10	10	10.6991	92.6527	5.93861	189.358	131.787	3.4675	93.0688	7.77004	10.4221	0.7111068	8.272924	0.6983055
440	1	-3042.27	-2839.89	-202.379	0.000257977	0.000409286	0.000654497	0.00100219	0.5949947	0.734065	3.55782	2.2027	1.3794	10	10	10	10	10	10	10	10	10	10	153.398	52.6162	116.947	396.502	171.668	6.28778	118.476	7.47944	5.70729	0.9015822	8.272924	0.659945
441	1	-3043.16	-2848.31	-194.844	0.000401258	0.000305776	0.000762335	0.00084197	0.2728462	2.52365	2.51164	1.62884	1.93355	10	10	10	10	10	10	10	10	10	10	95.6357	34.3103	124.757	196.575	395.377	4.56134	538.862	125.636	5.79289	0.4861062	8.272924	0.5612894
442	1	-3033.93	-2852.03	-181.898	0.000219603	0.000550466	0.000733163	0.00101666	0.3018176	2.36337	2.0005	1.93256	1.98772	10	10	10	10	10	10	10	10	10	10	113.586	41.4813	154.852	44.1714	77.982	7.07011	179.425	36.316	6.03951	0.439257	8.272924	0.6871093
443	1	-3013.01	-2837.45	-175.557	0.000158237	0.000485721	0.000838417	0.00102559	0.1320704	1.57274	4.35792	1.23542	1.80738	10	10	10	10	10	10	10	10	10	10	429.174	7.1452	55.1321	34.818	158.089	9.00598	204.194	28.4831	2.90807	0.2760028	8.272924	0.4785111
444	1	-3016.62	-2837.86	-178.759	0.000197607	0.00059151	0.000438029	0.00112594	0.07616319	1.11779	4.34228	1.48948	1.13019	10	10	10	10	10	10	10	10	10	10	279.024	46.5637	79.6763	20.5948	71.3131	4.13279	140.552	74.885	6.35464	0.1467385	8.272924	0.5190402
445	1	-3027.74	-2838.58	-189.16	0.000240153	0.000495083	0.000543312	0.000732245	0.2254235	1.99877	5.93698	1.35453	0.874878	10	10	10	10	10	10	10	10	10	10	137.872	136.982	224.03	123.576	335.244	7.02794	11.7205	53.237	7.14062	0.4739914	8.272924	0.4755856
446	1	-3007.97	-2837.4	-170.569	0.000190632	0.000545652	0.000655954	0.000842906	0.009510681	1.78324	0.972158	1.71015	2.40081	10	10	10	10	10	10	10	10	10	10	28.0424	111.233	161.508	76.5957	20.5572	3.83988	70.4475	122.635	6.54936	0.0215253	8.272924	0.4418373
447	1	-3024.71	-2841.72	-182.99	0.000177464	0.00057951	0.000520454	0.000942365	0.1576131	2.05002	1.22516	2.2446	1.16139	10	10	10	10	10	10	10	10	10	10	134.856	133.752	442.645	70.6491	223.739	3.46876	90.1792	78.7064	5.45318	0.2425789	8.272924	0.6497396
448	1	-3026.2	-2847.72	-178.477	0.000173302	0.000510095	0.000608171	0.00102553	0.3989174	2.35651	2.86498	1.10745	1.01256	10	10	10	10	10	10	10	10	10	10	7.15007	25.8818	221.555	29.4608	248.439	4.95178	5.32045	117.637	3.76573	0.4887257	8.272924	0.8162398
449	1	-3001.36	-2834.1	-167.268	0.000214199	0.000767096	0.000913067	0.0010917	0.4394036	1.43846	5.88145	1.66848	0.815124	10	10	10	10	10	10	10	10	10	10	109.589	59.5609	40.8619	168.607	143.17	4.1782	182.547	29.4404	4.66112	0.5730263	8.272924	0.7668122
